116.0,11.0,maison,6.0
24.0,129.5,maison,6.5
22.0,74.0,maison,6.0
55.0,48.5,bungalow,3.5
73.0,129.0,bungalow,3.0
50.0,65.0,bungalow,3.5
126.5,43.0,bungalow,3.0
118.0,56.5,bungalow,3.0
21.5,93.0,eengezinswoning,3.5
97.0,13.0,eengezinswoning,2.0
71.0,61.0,eengezinswoning,2.0
71.0,47.5,eengezinswoning,2.0
20.0,29.0,eengezinswoning,2.0
85.0,47.5,eengezinswoning,2.0
58.5,4.5,eengezinswoning,2.0
99.5,78.0,eengezinswoning,2.0
60.0,94.0,eengezinswoning,2.5
75.0,104.5,eengezinswoning,3.0
106.0,125.0,eengezinswoning,2.8284271247461903
134.0,99.5,eengezinswoning,18.0
0.0,0.0,17.32,69.2840647
0.0,80.7159353,17.32,150.0
142.68,0.0,160.0,69.2840647
142.68,80.7159353,160.0,150.0
8866260.0
