13.0,107.0,maison,6.0
32.5,48.5,maison,32.5
11.0,23.0,maison,11.0
97.0,70.0,maison,52.0
129.0,65.5,maison,14.300349646075091
85.0,123.0,maison,11.180339887498949
110.5,46.5,bungalow,5.0990195135927845
10.0,7.0,bungalow,7.0
30.0,92.5,bungalow,3.5
25.5,81.5,bungalow,3.5
139.5,104.0,bungalow,8.0
127.5,4.0,bungalow,4.0
15.5,123.5,bungalow,4.031128874149275
130.0,28.0,bungalow,3.0
110.5,8.0,bungalow,5.5
131.5,46.0,bungalow,10.5
93.0,50.5,eengezinswoning,9.5
121.5,95.0,eengezinswoning,10.04987562112089
5.5,80.5,eengezinswoning,4.0
140.0,119.5,eengezinswoning,6.0
101.5,33.5,eengezinswoning,2.0
147.0,50.5,eengezinswoning,5.0
143.0,28.5,eengezinswoning,3.0
113.5,123.5,eengezinswoning,17.5
107.5,23.5,eengezinswoning,2.0
6.5,68.5,eengezinswoning,2.0
101.0,105.0,eengezinswoning,4.5
88.5,107.5,eengezinswoning,4.5
6.5,55.5,eengezinswoning,5.0
91.5,38.0,eengezinswoning,2.0
145.0,10.5,eengezinswoning,7.0
83.5,9.5,eengezinswoning,9.5
29.0,133.0,eengezinswoning,4.031128874149275
8.0,136.0,eengezinswoning,5.0
91.5,28.0,eengezinswoning,2.0
97.0,7.5,eengezinswoning,5.5
144.5,133.5,eengezinswoning,6.0
9.0,93.0,eengezinswoning,4.5
128.0,139.5,eengezinswoning,2.5
16.5,62.0,eengezinswoning,2.0
46.0,3.5,81.65433477474532,138.12598672293657
18759270.0
