140.0,78.0,maison,9.0
76.0,54.0,maison,54.0
40.5,15.5,maison,9.5
47.0,35.5,bungalow,9.5
71.5,18.5,bungalow,17.334935823359718
5.0,6.5,bungalow,5.0
14.0,28.0,bungalow,14.0
141.5,41.0,bungalow,8.5
77.5,120.5,eengezinswoning,21.0
140.0,22.0,eengezinswoning,11.0
83.5,3.0,eengezinswoning,3.0
7.0,68.0,eengezinswoning,7.0
136.5,116.0,eengezinswoning,15.5
40.0,61.0,eengezinswoning,17.5
13.5,88.5,eengezinswoning,12.5
46.5,86.5,eengezinswoning,17.5
17.5,111.5,eengezinswoning,15.0
48.5,119.5,eengezinswoning,21.0
112.0,133.5,eengezinswoning,8.5
49.5,135.0,eengezinswoning,7.0
91.0,39.5,133.4477471549054,129.56367254423776
58.0,86.5,74.32823626449503,146.33499896583686
283.33493582335973
