145.0,6.5,maison,160
98.0,94.0,maison,10.0
81.0,75.5,maison,10.0
57.0,17.0,bungalow,6.0
91.5,11.0,bungalow,11.0
93.0,117.0,bungalow,7.0
13.5,61.5,bungalow,13.5
139.5,79.5,bungalow,10.5
95.5,131.5,eengezinswoning,7.0
141.0,60.5,eengezinswoning,2.0
42.0,6.0,eengezinswoning,6.0
131.0,63.5,eengezinswoning,2.0
123.5,125.0,eengezinswoning,17.0
77.0,43.0,eengezinswoning,21.02974084481309
4.0,48.5,eengezinswoning,4.0
73.0,14.0,eengezinswoning,6.0
10.5,21.0,eengezinswoning,10.5
25.5,131.5,eengezinswoning,10.5
105.5,36.0,eengezinswoning,17.95132307101624
132.5,35.0,eengezinswoning,17.507141400011598
23.5,29.0,71.76069115236162,128.459827146821
14497170.0
