140.0,44.5,maison,9.0
116.5,6.0,maison,6.0
64.5,63.0,maison,61.99395131785036
96.5,16.0,maison,6.0
77.0,117.5,maison,11.10180165558726
126.5,122.0,maison,7.158910531638177
61.5,138.5,bungalow,4.0
79.5,39.5,bungalow,14.7648230602334
64.5,16.0,bungalow,8.0
7.5,69.5,bungalow,7.5
132.0,98.0,bungalow,3.5
126.0,72.0,bungalow,5.5
102.5,92.5,bungalow,13.5
7.5,27.0,bungalow,7.5
79.0,94.0,bungalow,7.0
103.5,59.5,bungalow,4.0
111.0,115.5,eengezinswoning,4.5
6.5,119.5,eengezinswoning,4.5
82.5,9.0,eengezinswoning,6.0
58.0,108.0,eengezinswoning,11.10180165558726
127.0,29.0,eengezinswoning,9.013878188659973
43.0,133.5,eengezinswoning,8.5
91.5,62.0,eengezinswoning,4.0
8.0,107.0,eengezinswoning,4.5
91.5,135.0,eengezinswoning,7.0
3.5,134.5,eengezinswoning,3.5
85.5,74.5,eengezinswoning,4.5
64.0,88.0,eengezinswoning,7.0
120.5,99.5,eengezinswoning,3.5
147.5,109.5,eengezinswoning,4.5
144.5,80.0,eengezinswoning,7.5
147.5,11.0,eengezinswoning,4.5
61.0,31.5,eengezinswoning,8.0
112.5,76.5,eengezinswoning,5.5
2.5,3.0,eengezinswoning,2.5
144.5,134.0,eengezinswoning,7.158910531638177
11.0,91.0,eengezinswoning,8.0
118.0,56.5,eengezinswoning,4.5
143.0,65.0,eengezinswoning,7.0
98.5,115.5,eengezinswoning,4.5
19.5,4.0,56.88146561212317,132.40588033132957
317.7940769411946
